tweet,clase
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
no,0
,0
,0
bien,0
,0
no,0
,0
,0
,0
,0
,0
,0
,0
no,0
,0
,0
,0
,0
,0
,0
bien,0
mas,0
no,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
no,0
,0
,0
,0
,0
,0
,0
vas,0
,0
,0
,0
,0
gusta,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
mujeres,0
,0
,0
mujer,0
madre,0
no,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
bien,0
,0
,0
no,0
,0
,0
,0
no,0
,0
,0
,0
,0
,0
ahora,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
bien,0
,0
,0
,0
mujeres,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
no,0
,0
,0
quiero,0
,0
,0
,0
,0
,0
,0
mas,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
no,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
no,0
,0
,0
,0
no,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
mas,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
hombres,0
,0
gusta,0
,0
,0
,0
,0
quiero,0
,0
,0
,0
gusta,0
no,0
,0
,0
,0
,0
,0
bien,0
,0
,0
,0
,0
,0
no,0
,0
no,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
gusta,0
,0
,0
,0
,0
,0
bien,0
,0
,0
,0
,0
,0
,0
no,0
,0
,0
,0
mujer,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
no,0
no,0
no,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
esperan,0
,0
,0
,0
,0
,0
,0
,0
,0
no,0
,0
,0
,0
ahora,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
mujeres,0
,0
,0
,0
,0
quiero,0
todas putas,0
culo,0
,0
mas,0
,0
,0
mas,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
gusta,0
no,0
,0
no,0
,0
feminismo,0
,0
no,0
,0
,0
,0
,0
,0
mas,0
no,0
,0
,0
,0
,0
,0
,0
quiero,0
,0
,0
,0
,0
no,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
mujer,0
,0
,0
,0
,0
solo,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
solo,0
,0
,0
no,0
mas,0
,0
,0
,0
,0
,0
ahora,0
,0
,0
,0
,0
,0
,0
,0
mujer,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
mujeres,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
loca,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
no,0
,0
,0
,0
no,0
quiero,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
no,0
,0
,0
,0
,0
,0
,0
,0
no,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
mas,0
,0
,0
,0
,0
,0
,0
,0
no,0
,0
,0
,0
no,0
no,0
no,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
bien,0
,0
,0
,0
mujeres,0
,0
,0
mas,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
bien,0
,0
madre,0
no,0
,0
,0
bien,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
no,0
,0
,0
,0
,0
,0
,0
madre,0
,0
,0
,0
no,0
,0
,0
,0
mujeres,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
tan,0
,0
,0
,0
no,0
,0
,0
